mouse_id	Location	challenge	Genetics	Name	Plate	IL-1a	IL-5	IFN-y	TNF-a	KC_CXCL1	MCP-1_CCL2	IL-1b	IL-10	MIP-1a_CCL3	MIP-1b_CCL4	IL-17	IL-6	IL-13
unk	SF	Candida A.	AtgE	H8.fcs	P13	<1.17	<1.36	<1.74	2.27	<1.78	<2.40	<2.31	<6.25	9.25	<2.63	<2.49	<2.44	<1.38
50 53 50	SF	Candida A.	AtgE	H9.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	7.71	32.64	<2.49	<2.44	<1.38
50 48 53	SF	PBS	AtgH	A10.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 49 48	SF	PBS	AtgH	A11.fcs	P14	<0.35	<1.17	<1.25	<2.00	5.55	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 53 49	SF	PBS	AtgE	A12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 51 49	SF	PBS	AtgH	A3.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
51 56 52	SF	PBS	AtgH	A4.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	1.81	<2.73	<1.28	<2.62	<0.60
51 50 56	SF	PBS	AtgH	A5.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	8.96	<2.73	<1.28	<2.62	<0.60
50 57 56	SF	PBS	AtgH	A6.fcs	P14	<0.35	<1.17	<1.25	<2.00	6.26	15.14	<0.83	<1.30	184.08	93.59	<1.28	<2.62	<0.60
50 57 51	SF	PBS	AtgH	A7.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	8.01	<2.73	<1.28	<2.62	<0.60
51 48 51	SF	PBS	NOD2	A8.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 50 57	SF	PBS	NOD2	A9.fcs	P14	<0.35	<1.17	<1.25	<2.00	3.6	<2.80	<0.83	<1.30	4.11	<2.73	<1.28	<2.62	<0.60
50 48 53	SF	CD3/CD28	AtgH	B10.fcs	P14	<0.35	51.14	3702	75.9	5.41	<2.80	1.43	44.49	487.64	479.73	172.57	99.44	19.8
50 49 48	SF	CD3/CD29	AtgH	B11.fcs	P14	<0.35	59.27	7271	69.8	61.94	<2.80	<0.83	110.44	241.34	282.53	213.14	137.52	<0.60
50 53 49	SF	CD3/CD30	AtgE	B12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	1.65	<2.73	<1.28	<2.62	<0.60
50 51 49	SF	CD3/CD31	AtgH	B3.fcs	P14	<0.35	35.2	3664	69.8	2.14	<2.80	<0.83	10.97	349.44	330.21	107.83	60.38	<0.60
51 56 52	SF	CD3/CD32	AtgH	B4.fcs	P14	0.58	57.46	4564	254.47	15.43	<2.80	0.96	46.05	1048	497.84	100.35	67.75	<0.60
51 50 56	SF	CD3/CD33	AtgH	B5.fcs	P14	<0.35	219.8	11500	90.2	4.07	<2.80	<0.83	49.8	284.26	340.03	138.27	133.19	1.24
50 57 56	SF	CD3/CD34	AtgH	B6.fcs	P14	<0.35	112.99	3231	55.75	28.11	6.11	<0.83	92.33	236.46	417.27	208.4	70.37	1.71
50 57 51	SF	CD3/CD35	AtgH	B7.fcs	P14	<0.35	78.08	3405	79.11	8.64	<2.80	<0.83	<1.30	347.42	437.67	125	169.84	1.28
51 48 51	SF	CD3/CD36	NOD2	B8.fcs	P14	<0.35	23.45	1749	103.87	2.84	<2.80	0.86	<1.30	268.77	217.66	39.32	100.1	0.91
50 50 57	SF	CD3/CD37	NOD2	B9.fcs	P14	<0.35	33.85	4335	106.06	19.6	<2.80	<0.83	<1.30	257.79	237.67	118.91	129.28	<0.60
50 48 53	SF	Staph A.	AtgH	C10.fcs	P14	<0.35	<1.17	7.28	12.98	62.4	<2.80	<0.83	<1.30	68.77	5.62	<1.28	<2.62	<0.60
50 49 48	SF	Staph A.	AtgH	C11.fcs	P14	<0.35	<1.17	<1.25	20.67	513.91	<2.80	<0.83	<1.30	119.87	28.8	<1.28	20.31	<0.60
50 53 49	SF	Staph A.	AtgE	C12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 51 49	SF	Staph A.	AtgH	C3.fcs	P14	<0.35	<1.17	<1.25	9.5	26.38	<2.80	<0.83	<1.30	111.91	<2.73	<1.28	<2.62	<0.60
51 56 52	SF	Staph A.	AtgH	C4.fcs	P14	<0.35	<1.17	74.66	11.58	299.33	<2.80	<0.83	<1.30	100.37	<2.73	<1.28	<2.62	<0.60
51 50 56	SF	Staph A.	AtgH	C5.fcs	P14	<0.35	<1.17	1277	12.4	22.31	<2.80	<0.83	<1.30	54.97	<2.73	<1.28	7.7	0.73
50 57 56	SF	Staph A.	AtgH	C6.fcs	P14	0.4	2.6	>11661	40.77	219.5	11.36	<0.83	<1.30	474.76	347.38	63.37	122.61	<0.60
50 57 51	SF	Staph A.	AtgH	C7.fcs	P14	<0.35	<1.17	946.1	52.9	230.95	6.91	1.61	14.38	263.37	148.01	<1.28	33.45	<0.60
51 48 51	SF	Staph A.	NOD2	C8.fcs	P14	<0.35	<1.17	<1.25	6.35	104.19	<2.80	<0.83	<1.30	99.3	5.74	<1.28	17.75	<0.60
50 50 57	SF	Staph A.	NOD2	C9.fcs	P14	<0.35	<1.17	31.3	38	508.25	29.54	<0.83	<1.30	255.62	124.74	<1.28	36.18	<0.60
50 48 53	SF	Pseudomonas A.	AtgH	D10.fcs	P14	<0.35	<1.17	<1.25	<2.00	152.39	<2.80	<0.83	<1.30	110.5	<2.73	<1.28	42.48	<0.60
50 49 48	SF	Pseudomonas A.	AtgH	D11.fcs	P14	<0.35	<1.17	99.03	5.99	880.16	8.41	<0.83	<1.30	164.17	30.39	<1.28	165.91	<0.60
50 53 49	SF	Pseudomonas A.	AtgE	D12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	45.9	<2.73	<1.28	57.47	<0.60
50 51 49	SF	Pseudomonas A.	AtgH	D3.fcs	P14	<0.35	<1.17	4.03	7.44	74.03	<2.80	<0.83	<1.30	242.82	23.13	<1.28	27.23	<0.60
51 56 52	SF	Pseudomonas A.	AtgH	D4.fcs	P14	<0.35	<1.17	80.7	3.23	190.08	<2.80	<0.83	<1.30	68.31	<2.73	<1.28	42.06	<0.60
51 50 56	SF	Pseudomonas A.	AtgH	D5.fcs	P14	<0.35	<1.17	735.2	5.9	157.19	<2.80	<0.83	<1.30	149.34	10.9	<1.28	66.53	0.62
50 57 56	SF	Pseudomonas A.	AtgH	D6.fcs	P14	4.93	11.83	>11661	23.19	576.95	<2.80	1.08	162.4	791.16	570.27	40.37	604.29	<0.60
50 57 51	SF	Pseudomonas A.	AtgH	D7.fcs	P14	1.02	<1.17	>11661	18.46	548.01	13.44	<0.83	6.17	471.17	204.02	<1.28	288.57	<0.60
51 48 51	SF	Pseudomonas A.	NOD2	D8.fcs	P14	<0.35	<1.17	383.03	3.54	121.93	<2.80	<0.83	<1.30	112.85	<2.73	<1.28	215.12	<0.60
50 50 57	SF	Pseudomonas A.	NOD2	D9.fcs	P14	1.92	<1.17	638.87	15.62	706.32	23.77	1.02	58.17	294.56	141.64	<1.28	357.75	<0.60
50 48 53	SF	Bacillus S.	AtgH	E10.fcs	P14	<0.35	<1.17	15.76	<2.00	110.54	<2.80	<0.83	<1.30	63.77	<2.73	<1.28	22.42	1.09
50 49 48	SF	Bacillus S.	AtgH	E11.fcs	P14	<0.35	<1.17	<1.25	3.3	826.44	12.39	<0.83	<1.30	130.57	2.99	<1.28	77.37	2.79
50 53 49	SF	Bacillus S.	AtgE	E12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	19.06	37.28	6.18	2.83	<0.60
50 51 49	SF	Bacillus S.	AtgH	E3.fcs	P14	<0.35	<1.17	<1.25	3.08	12.17	<2.80	<0.83	<1.30	115.42	<2.73	<1.28	5.24	1
51 56 52	SF	Bacillus S.	AtgH	E4.fcs	P14	<0.35	<1.17	<1.25	3.45	364.04	<2.80	<0.83	<1.30	86.23	<2.73	<1.28	20.08	<0.60
51 50 56	SF	Bacillus S.	AtgH	E5.fcs	P14	<0.35	<1.17	397.12	5.38	130.72	9.54	<0.83	<1.30	143.05	39.55	<1.28	29.63	1.39
50 57 56	SF	Bacillus S.	AtgH	E6.fcs	P14	0.5	7.86	1906	13.63	524.96	33.12	<0.83	39.93	1737	703.52	32.03	191.64	0.64
50 57 51	SF	Bacillus S.	AtgH	E7.fcs	P14	<0.35	<1.17	<1.25	2.79	268.74	9.07	<0.83	<1.30	180.1	42.18	<1.28	29.51	<0.60
51 48 51	SF	Bacillus S.	NOD2	E8.fcs	P14	<0.35	<1.17	43.14	<2.00	153.35	<2.80	<0.83	<1.30	73.77	4.4	<1.28	48.48	0.77
50 50 57	SF	Bacillus S.	NOD2	E9.fcs	P14	0.37	<1.17	218.82	7.03	537.38	60.48	<0.83	<1.30	255.02	91.54	3.51	137.12	1.19
50 48 53	SF	Clostridium P.	AtgH	F10.fcs	P14	<0.35	<1.17	<1.25	12.04	90.42	<2.80	<0.83	<1.30	86.93	<2.73	<1.28	5.49	<0.60
50 49 48	SF	Clostridium P.	AtgH	F11.fcs	P14	<0.35	<1.17	26.85	13.66	511.07	<2.80	<0.83	<1.30	105.53	<2.73	1.6	17.48	<0.60
50 53 49	SF	Clostridium P.	AtgE	F12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	6.96	<2.73	<1.28	<2.62	<0.60
50 51 49	SF	Clostridium P.	AtgH	F3.fcs	P14	<0.35	<1.17	<1.25	5.44	21.67	<2.80	1.93	<1.30	104.13	3.49	<1.28	3.08	<0.60
51 56 52	SF	Clostridium P.	AtgH	F4.fcs	P14	<0.35	<1.17	<1.25	2.56	81.36	<2.80	<0.83	<1.30	18.35	<2.73	<1.28	33.49	<0.60
51 50 56	SF	Clostridium P.	AtgH	F5.fcs	P14	<0.35	<1.17	21	6.68	27.25	<2.80	<0.83	<1.30	25.76	<2.73	<1.28	<2.62	<0.60
50 57 56	SF	Clostridium P.	AtgH	F6.fcs	P14	1.86	8.1	>11661	60.4	733.79	32.62	1.21	42.36	1091	492.67	190.36	113.36	0.7
50 57 51	SF	Clostridium P.	AtgH	F7.fcs	P14	0.35	<1.17	303.59	40.55	291.03	<2.80	1.14	32.03	175.66	62.76	6.07	31.86	<0.60
51 48 51	SF	Clostridium P.	NOD2	F8.fcs	P14	<0.35	<1.17	<1.25	3.82	59.1	<2.80	<0.83	<1.30	45.69	<2.73	<1.28	4	<0.60
50 50 57	SF	Clostridium P.	NOD2	F9.fcs	P14	0.7	<1.17	5.64	20.83	458.65	6.19	<0.83	15.49	ND	23.11	2.35	22.35	<0.60
50 48 53	SF	Bacteroides V.	AtgH	G10.fcs	P14	<0.35	<1.17	<1.25	5.19	107.26	<2.80	<0.83	<1.30	56.04	<2.73	<1.28	113.22	<0.60
50 49 48	SF	Bacteroides V.	AtgH	G11.fcs	P14	<0.35	<1.17	808.59	9.03	987.44	<2.80	<0.83	<1.30	253.61	38.53	<1.28	267.28	<0.60
50 53 49	SF	Bacteroides V.	AtgE	G12.fcs	P14	<0.35	<1.17	<1.25	<2.00	5.36	<2.80	<0.83	<1.30	20.52	<2.73	<1.28	15.43	<0.60
50 51 49	SF	Bacteroides V.	AtgH	G3.fcs	P14	<0.35	<1.17	<1.25	6.39	58.54	<2.80	<0.83	<1.30	181.48	<2.73	<1.28	65.78	<0.60
51 56 52	SF	Bacteroides V.	AtgH	G4.fcs	P14	<0.35	<1.17	1023	5.96	423.65	<2.80	<0.83	46.72	181.65	32.48	<1.28	196.35	<0.60
51 50 56	SF	Bacteroides V.	AtgH	G5.fcs	P14	<0.35	<1.17	2523	19.79	406.36	8.58	0.85	21.83	271.61	92.62	<1.28	249.34	0.79
50 57 56	SF	Bacteroides V.	AtgH	G6.fcs	P14	0.63	16.47	3134	22.7	520.83	<2.80	<0.83	309.79	904.83	503.66	9.07	856.7	<0.60
50 57 51	SF	Bacteroides V.	AtgH	G7.fcs	P14	<0.35	<1.17	1047	29.28	603.4	5.19	0.89	<1.30	339.51	177.62	<1.28	264.81	1.95
51 48 51	SF	Bacteroides V.	NOD2	G8.fcs	P14	<0.35	<1.17	<1.25	<2.00	102.59	<2.80	<0.83	<1.30	99.87	<2.73	<1.28	214.78	<0.60
50 50 57	SF	Bacteroides V.	NOD2	G9.fcs	P14	0.76	<1.17	6.69	12.31	494.59	<2.80	<0.83	25.86	361.39	91.38	<1.28	426.35	1.94
50 48 53	SF	Candida A.	AtgH	H10.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	1.44	<2.73	<1.28	<2.62	<0.60
50 49 48	SF	Candida A.	AtgH	H11.fcs	P14	<0.35	<1.17	<1.25	<2.00	39.71	<2.80	<0.83	<1.30	4.66	<2.73	<1.28	12.79	<0.60
50 53 49	SF	Candida A.	AtgE	H12.fcs	P14	<0.35	<1.17	<1.25	<2.00	<1.27	<2.80	<0.83	<1.30	<1.21	<2.73	<1.28	<2.62	<0.60
50 51 49	SF	Candida A.	AtgH	H3.fcs	P14	<0.35	<1.17	<1.25	<2.00	5.29	<2.80	1.18	<1.30	5.02	<2.73	<1.28	<2.62	<0.60
51 56 52	SF	Candida A.	AtgH	H4.fcs	P14	<0.35	<1.17	<1.25	<2.00	4.89	<2.80	1.73	<1.30	9.16	<2.73	<1.28	<2.62	<0.60
51 50 56	SF	Candida A.	AtgH	H5.fcs	P14	<0.35	<1.17	<1.25	15.26	103.16	<2.80	<0.83	<1.30	62.78	<2.73	<1.28	<2.62	<0.60
50 57 56	SF	Candida A.	AtgH	H6.fcs	P14	0.77	2.15	2889	27.28	90.22	<2.80	<0.83	<1.30	437.18	323.95	20.38	11.05	1.1
50 57 51	SF	Candida A.	AtgH	H7.fcs	P14	<0.35	<1.17	<1.25	<2.00	16.44	<2.80	<0.83	<1.30	21.86	<2.73	<1.28	<2.62	<0.60
51 48 51	SF	Candida A.	NOD2	H8.fcs	P14	<0.35	<1.17	<1.25	<2.00	2.69	<2.80	<0.83	<1.30	17.22	<2.73	<1.28	<2.62	<0.60
50 50 57	SF	Candida A.	NOD2	H9.fcs	P14	<0.35	<1.17	<1.25	<2.00	25.62	<2.80	<0.83	<1.30	12	<2.73	<1.28	<2.62	<0.60
